Type of incident,Year,Date occurred,Region,Province,City_Municipality,Affected_Brgys,Affected_FAM,Affected_PERs,Evacuation (Cummulative),Evacuation (Now),"INSIDE_ECs_FAM
(Cummulative)","INSIDE_ECs_FAM
(Now)","INSIDE_ECs_PERs
(Cummulative)","INSIDE_ECs_PERs
(Now)","OUTSIDE_ECs_FAM
(Cummulative)","OUTSIDE_ECs_FAM
(Now)","OUTSIDE_ECs_PERs
(Cummulative)","OUTSIDE_ECs_PERs
(Now)",Destroyed houses,Partially damaged houses,Total,Region Code,Province Code,City_Municipality Code
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Candelaria,12,210,721,30,0,113,0,423,0,25,0,91,0,0,18,18,PH040000000,PH045600000,PH045608000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Catanauan,34,"4,782","23,057",54,0,"1,507",0,"6,762",0,"3,275",0,"16,295",0,126,2043,2169,PH040000000,PH045600000,PH045610000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Dolores,15,274,"1,085",16,0,115,0,428,0,159,0,657,0,0,0,0,PH040000000,PH045600000,PH045615000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,General Luna,26,"1,429","5,112",33,0,560,0,"2,005",0,868,0,"3,103",0,14,139,153,PH040000000,PH045600000,PH045616000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,General Nakar,14,"3,356","14,422",6,0,288,0,"1,104",0,"3,068",0,"13,318",0,264,1429,1693,PH040000000,PH045600000,PH045617000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Guinayangan,22,"1,376","6,581",26,0,"1,234",0,"6,172",0,142,0,409,0,0,0,0,PH040000000,PH045600000,PH045618000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Gumaca,47,"3,365","10,778",74,0,"1,740",0,"5,761",0,"1,625",0,"5,017",0,0,90,90,PH040000000,PH045600000,PH045619000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Infanta,36,"17,975","74,903",45,0,888,0,"3,566",0,"17,087",0,"71,337",0,677,5623,6300,PH040000000,PH045600000,PH045620000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Jomalig,5,"1,605","7,405",17,0,274,0,846,0,"1,303",0,"6,454",0,90,564,654,PH040000000,PH045600000,PH045621000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Lopez,51,"2,858","10,233",90,0,"1,220",0,"4,610",0,"1,638",0,"5,623",0,31,278,309,PH040000000,PH045600000,PH045622000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Lucban,11,57,240,8,0,17,0,91,0,40,0,149,0,0,1,1,PH040000000,PH045600000,PH045623000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Lucena City (capital),26,"1,195","4,938",43,0,967,0,"3,992",0,203,0,830,0,5,26,31,PH040000000,PH045600000,PH045624000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Macalelon,23,"1,240","4,556",43,0,"1,110",0,"4,181",0,130,0,375,0,3,112,115,PH040000000,PH045600000,PH045625000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Mauban,26,903,"3,380",40,0,894,0,"3,337",0,9,0,43,0,1,79,80,PH040000000,PH045600000,PH045627000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Mulanay,23,"2,514","9,186",68,0,"1,128",0,"4,086",0,"1,386",0,"5,100",0,0,13,13,PH040000000,PH045600000,PH045628000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Padre Burgos,21,"2,596","8,289",41,0,"1,247",0,"3,970",0,"1,349",0,"4,319",0,0,26,26,PH040000000,PH045600000,PH045629000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Pagbilao,24,"1,257","4,039",32,0,359,0,"1,193",0,898,0,"2,846",0,6,0,6,PH040000000,PH045600000,PH045630000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Panukulan,13,"3,658","15,123",43,0,"1,016",0,"3,711",0,"2,642",0,"11,412",0,184,2311,2495,PH040000000,PH045600000,PH045631000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Patnanungan,6,"3,297","10,412",20,0,675,0,"2,530",0,"2,622",0,"7,882",0,393,2614,3007,PH040000000,PH045600000,PH045632000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Perez,14,649,"2,205",38,0,586,0,"2,000",0,63,0,205,0,3,40,43,PH040000000,PH045600000,PH045633000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Pitogo,36,"2,299","7,194",65,0,"1,054",0,"3,133",0,"1,245",0,"4,061",0,0,82,82,PH040000000,PH045600000,PH045634000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Plaridel,8,412,"1,306",10,0,95,0,306,0,317,0,"1,000",0,2,16,18,PH040000000,PH045600000,PH045635000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Polillo,18,"4,874","20,782",24,0,834,0,"3,816",0,"4,040",0,"16,966",0,221,2682,2903,PH040000000,PH045600000,PH045636000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Quezon,20,743,"2,458",35,0,537,0,"1,757",0,206,0,701,0,0,0,0,PH040000000,PH045600000,PH045637000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Real,19,994,"3,544",44,0,994,0,"3,544",0,0,0,0,0,16,145,161,PH040000000,PH045600000,PH045638000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Sampaloc,14,224,789,13,0,161,0,543,0,63,0,246,0,0,164,164,PH040000000,PH045600000,PH045639000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,San Andres,5,506,"1,622",10,0,206,0,714,0,300,0,908,0,0,0,0,PH040000000,PH045600000,PH045640000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,San Antonio,16,426,"1,824",10,0,57,0,208,0,369,0,"1,616",0,0,5,5,PH040000000,PH045600000,PH045641000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,San Francisco (Aurora),1,124,456,1,0,124,0,456,0,0,0,0,0,0,0,0,PH040000000,PH045600000,PH045642000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,San Narciso,15,895,"4,515",18,0,892,0,"4,505",0,3,0,10,0,0,0,0,PH040000000,PH045600000,PH045644000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Sariaya,25,"1,177","3,520",27,0,"1,105",0,"3,242",0,72,0,278,0,7,53,60,PH040000000,PH045600000,PH045645000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Tagkawayan,17,649,"2,211",17,0,563,0,"1,979",0,86,0,232,0,0,0,0,PH040000000,PH045600000,PH045646000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,City of Tayabas,21,97,369,17,0,79,0,287,0,18,   ,82,0,5,33,38,PH040000000,PH045600000,PH045647000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Tiaong,19,602,"2,214",15,0,184,0,705,0,418,0,"1,509",0,7,80,87,PH040000000,PH045600000,PH045648000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Quezon,Unisan,14,466,"1,834",17,0,276,0,"1,190",0,190,0,644,0,0,0,0,PH040000000,PH045600000,PH045649000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,Angono,7,"2,335","9,295",15,4,510,78,"2,005",314,"1,825",0,"7,290",0,0,0,0,PH040000000,PH045800000,PH045801000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,City of Antipolo,12,424,"1,785",33,0,417,0,"1,756",0,7,0,29,0,0,0,0,PH040000000,PH045800000,PH045802000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,Baras,10,"4,102","19,149",18,1,577,17,"2,284",83,"3,525",0,"16,865",0,35,233,268,PH040000000,PH045800000,PH045803000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,Binangonan,25,"1,099","5,262",23,5,351,19,"1,602",80,748,0,"3,660",0,58,476,534,PH040000000,PH045800000,PH045804000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,Cainta,6,"1,682","6,786",25,4,"1,682",27,"6,786",86,0,0,0,0,0,63,63,PH040000000,PH045800000,PH045805000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,Cardona,16,574,"2,534",20,0,154,0,628,0,420,0,"1,906",0,9,275,284,PH040000000,PH045800000,PH045806000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,Jala-Jala,7,32,145,9,0,32,0,145,0,0,0,0,0,0,0,0,PH040000000,PH045800000,PH045807000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,Morong,4,62,211,5,1,62,5,211,15,0,0,0,0,3,7,10,PH040000000,PH045800000,PH045809000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,Pililla,8,249,781,16,4,231,18,691,51,18,0,90,0,0,0,0,PH040000000,PH045800000,PH045810000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,Rodriguez (Montalban),10,"35,390","174,807",33,8,"5,634",521,"26,058","1,987","29,756",0,"148,749",0,1467,1661,3128,PH040000000,PH045800000,PH045808000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,San Mateo,13,"2,279","10,380",31,2,"2,279",108,"10,380",480,0,0,0,0,0,0,0,PH040000000,PH045800000,PH045811000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,Tanay,15,"1,541","7,404",34,1,974,14,"4,482",33,567,0,"2,922",0,214,664,878,PH040000000,PH045800000,PH045812000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,Taytay,5,893,"3,926",17,2,893,2,"3,926",8,0,0,0,0,0,0,0,PH040000000,PH045800000,PH045813000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION IV-A (CALABARZON),Rizal,Teresa,4,72,253,8,0,72,0,253,0,0,0,0,0,0,0,0,PH040000000,PH045800000,PH045814000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Occidental Mindoro,Looc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,PH170000000,PH175100000,PH175103000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Occidental Mindoro,Lubang,3,36,85,5,0,36,0,85,0,0,0,0,0,0,0,0,PH170000000,PH175100000,PH175104000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Occidental Mindoro,Magsaysay,9,223,771,12,0,202,0,693,0,21,0,78,0,0,0,0,PH170000000,PH175100000,PH175105000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Occidental Mindoro,Paluan,5,22,78,2,0,20,0,69,0,2,0,9,0,0,0,0,PH170000000,PH175100000,PH175107000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Occidental Mindoro,Rizal,2,11,35,1,0,9,0,30,0,2,0,5,0,0,0,0,PH170000000,PH175100000,PH175108000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Occidental Mindoro,Sablayan,12,502,"2,019",7,0,494,0,"1,991",0,8,0,28,0,0,0,0,PH170000000,PH175100000,PH175109000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Occidental Mindoro,San Jose,10,393,"1,611",24,0,371,0,"1,517",0,22,0,94,0,0,0,0,PH170000000,PH175100000,PH175110000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Oriental Mindoro,Baco,3,22,99,3,0,22,0,99,0,0,0,0,0,0,0,0,PH170000000,PH175200000,PH175201000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Oriental Mindoro,Bongabong,1,30,71,3,0,30,0,71,0,0,0,0,0,0,0,0,PH170000000,PH175200000,PH175203000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Oriental Mindoro,Bulalacao (San Pedro),4,135,444,4,0,135,0,444,0,0,0,0,0,0,0,0,PH170000000,PH175200000,PH175204000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Oriental Mindoro,City of Calapan (capital),13,358,"1,237",10,0,323,0,"1,095",0,35,0,142,0,0,0,0,PH170000000,PH175200000,PH175205000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Oriental Mindoro,Mansalay,5,142,657,6,0,132,0,615,0,10,0,42,0,0,0,0,PH170000000,PH175200000,PH175207000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Oriental Mindoro,Naujan,4,49,224,4,0,49,0,224,0,0,0,0,0,0,0,0,PH170000000,PH175200000,PH175208000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Oriental Mindoro,Puerto Galera,8,265,"1,060",16,0,230,0,952,0,35,0,108,0,0,0,0,PH170000000,PH175200000,PH175211000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Romblon,Cajidiocan,1,3,14,1,0,3,0,14,0,0,0,0,0,0,0,0,PH170000000,PH175900000,PH175903000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Romblon,Corcuera,1,3,11,1,0,3,0,11,0,0,0,0,0,0,0,0,PH170000000,PH175900000,PH175906000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Romblon,Looc,4,16,88,4,0,16,0,88,0,0,0,0,0,0,0,0,PH170000000,PH175900000,PH175907000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Romblon,San Agustin,3,23,78,4,0,23,0,78,0,0,0,0,0,0,0,0,PH170000000,PH175900000,PH175911000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Romblon,Santa Fe,1,13,63,1,0,13,0,63,0,0,0,0,0,0,0,0,PH170000000,PH175900000,PH175915000
TY VAMCO (Ulysses),2020,08-Nov-20,MIMAROPA REGION,Romblon,Santa Maria (Imelda),1,9,38,1,0,9,0,38,0,0,0,0,0,0,0,0,PH170000000,PH175900000,PH175917000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Bacacay,6,180,863,7,0,180,0,863,0,0,0,0,0,0,0,0,PH050000000,PH050500000,PH050501000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Camalig,6,319,995,6,0,319,0,995,0,0,0,0,0,0,0,0,PH050000000,PH050500000,PH050502000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Daraga (Locsin),15,370,"1,404",16,1,370,54,"1,404",190,0,0,0,0,0,0,0,PH050000000,PH050500000,PH050503000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Guinobatan,21,"3,246","10,771",25,4,"2,925",726,"9,817","2,386",321,0,954,0,0,0,0,PH050000000,PH050500000,PH050504000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Legazpi City (capital),37,"6,928","22,764",73,0,"3,964",0,"14,004",0,"2,964",0,"8,760",0,0,0,0,PH050000000,PH050500000,PH050506000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Libon,10,212,807,18,0,212,0,807,0,0,0,0,0,6,0,6,PH050000000,PH050500000,PH050507000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,City of Ligao,54,"2,496","10,191",122,0,"2,496",0,"10,191",0,0,0,0,0,0,0,0,PH050000000,PH050500000,PH050508000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Malilipot,13,703,"2,572",18,6,318,148,"1,210",564,0,0,0,0,40,467,507,PH050000000,PH050500000,PH050509000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Malinao,6,106,434,13,0,106,0,434,0,0,0,0,0,0,0,0,PH050000000,PH050500000,PH050510000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Manito,9,"1,466","6,552",23,0,"1,321",0,"5,927",0,145,0,625,0,40,280,320,PH050000000,PH050500000,PH050511000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Oas,23,772,"2,778",33,0,772,0,"2,778",0,0,0,0,0,0,9,9,PH050000000,PH050500000,PH050512000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Pio Duran,14,"1,367","4,009",21,0,629,0,"2,030",0,738,0,"1,979",0,0,0,0,PH050000000,PH050500000,PH050513000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Polangui,24,"1,034","3,672",49,0,"1,034",0,"3,672",0,0,0,0,0,0,0,0,PH050000000,PH050500000,PH050514000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Rapu-Rapu,5,400,"1,533",14,0,400,0,"1,533",0,0,0,0,0,0,0,0,PH050000000,PH050500000,PH050515000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Santo Domingo (Libog),11,494,"1,575",34,0,494,0,"1,575",0,0,0,0,0,0,0,0,PH050000000,PH050500000,PH050516000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,City of Tabaco,47,"38,967","146,134",72,0,"9,794",0,"38,483",0,"2,723",0,"9,830",0,0,0,0,PH050000000,PH050500000,PH050517000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Albay,Tiwi,9,183,753,14,0,183,0,753,0,0,0,0,0,0,0,0,PH050000000,PH050500000,PH050518000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Norte,Basud,29,"9,151","45,757",28,0,579,0,"2,071",0,87,0,337,0,199,964,1163,PH050000000,PH051600000,PH051601000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Norte,Capalonga,21,"2,822","11,566",11,0,383,0,"1,598",0,"2,052",0,"8,228",0,117,2212,2329,PH050000000,PH051600000,PH051602000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Norte,Daet (capital),25,"4,716","23,580",24,0,207,0,715,0,9,0,42,0,632,3752,4384,PH050000000,PH051600000,PH051603000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Norte,Jose Panganiban,27,"11,246","43,089",51,0,652,0,"2,476",0,"1,601",0,"5,378",0,626,3229,3855,PH050000000,PH051600000,PH051605000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Norte,Labo,33,"5,912","28,125",75,0,"1,256",0,"4,577",0,"1,006",0,"3,713",0,565,4893,5458,PH050000000,PH051600000,PH051606000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Norte,Mercedes,26,"11,159","50,841",19,0,275,0,"1,187",0,95,0,315,0,347,2240,2587,PH050000000,PH051600000,PH051607000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Norte,Paracale,27,"4,844","18,111",7,0,122,0,407,0,"3,359",0,"10,664",0,632,4084,4716,PH050000000,PH051600000,PH051608000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Norte,San Lorenzo Ruiz (Imelda),12,"3,453","15,193",7,0,132,0,501,0,28,0,102,0,26,248,274,PH050000000,PH051600000,PH051604000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Norte,San Vicente,9,974,"4,812",10,0,149,0,543,0,4,0,18,0,83,799,882,PH050000000,PH051600000,PH051609000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Norte,Santa Elena,12,"1,092","5,162",21,0,309,0,"1,116",0,5,0,25,0,125,935,1060,PH050000000,PH051600000,PH051610000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Norte,Talisay,15,"7,826","27,901",29,0,390,0,"1,783",0,24,0,82,0,410,1973,2383,PH050000000,PH051600000,PH051611000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Norte,Vinzons,14,"4,755","24,028",8,0,499,0,"1,606",0,109,0,357,0,701,3601,4302,PH050000000,PH051600000,PH051612000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Baao,26,"4,358","19,318",41,0,478,0,"2,005",0,"2,633",0,"10,606",0,76,4032,4108,PH050000000,PH051700000,PH051701000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Balatan,11,608,"2,790",17,0,450,0,"1,888",0,0,0,0,0,0,0,0,PH050000000,PH051700000,PH051702000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Bato,33,"7,438","26,684",68,15,"1,608",215,"6,378",771,0,0,0,0,1220,0,1220,PH050000000,PH051700000,PH051703000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Bombon,7,127,536,14,0,127,0,536,0,0,0,0,0,0,0,0,PH050000000,PH051700000,PH051704000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Buhi,7,382,"1,567",8,0,382,0,"1,567",0,0,0,0,0,0,0,0,PH050000000,PH051700000,PH051705000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Bula,27,"1,716","6,842",10,0,113,0,536,0,0,0,0,0,1546,0,1546,PH050000000,PH051700000,PH051706000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Cabusao,9,"3,610","17,071",31,6,699,21,"3,103",76,0,0,0,0,150,917,1067,PH050000000,PH051700000,PH051707000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Calabanga,17,"2,730","13,022",27,0,"1,050",0,"3,928",0,0,0,0,0,358,2364,2722,PH050000000,PH051700000,PH051708000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Camaligan,13,"6,219","20,836",15,0,474,0,"1,787",0,0,0,0,0,0,11,11,PH050000000,PH051700000,PH051709000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Canaman,24,"1,238","4,986",38,2,278,5,"1,196",26,547,0,"2,074",0,82,550,632,PH050000000,PH051700000,PH051710000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Caramoan,48,"5,023","21,844",41,0,835,0,"3,421",0,0,0,0,0,335,4684,5019,PH050000000,PH051700000,PH051711000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Del Gallego,11,329,"1,456",7,0,165,0,715,0,70,0,308,0,4,93,97,PH050000000,PH051700000,PH051712000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Gainza,8,"3,307","11,262",19,1,133,1,553,6,110,0,389,0,2,29,31,PH050000000,PH051700000,PH051713000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Garchitorena,14,"2,463","10,063",5,5,626,626,"2,833","2,833",317,0,"1,210",0,58,877,935,PH050000000,PH051700000,PH051714000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Goa,27,"4,605","21,285",28,0,443,0,"1,820",0,0,0,0,0,449,4153,4602,PH050000000,PH051700000,PH051715000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Iriga City,32,"4,977","18,320",102,0,"4,977",0,"18,320",0,0,0,0,0,0,0,0,PH050000000,PH051700000,PH051716000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Lagonoy,24,"2,844","11,848",18,0,422,0,"1,504",0,0,0,0,0,161,2356,2517,PH050000000,PH051700000,PH051717000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Libmanan,75,"5,237","21,328",167,0,"1,889",0,"7,644",0,"3,348",0,"13,684",0,269,3842,4111,PH050000000,PH051700000,PH051718000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Lupi,34,"3,698","12,907",74,0,438,0,"1,768",0,"3,260",0,"11,139",0,51,424,475,PH050000000,PH051700000,PH051719000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Magarao,13,422,"1,709",12,0,181,0,813,0,241,0,896,0,0,0,0,PH050000000,PH051700000,PH051720000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Milaor,20,"8,003","38,350",22,0,192,0,748,0,640,0,"2,444",0,34,298,332,PH050000000,PH051700000,PH051721000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Minalabac,22,"2,933","11,607",31,0,241,0,854,0,"1,147",0,"4,987",0,0,0,0,PH050000000,PH051700000,PH051722000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Nabua,24,"3,735","13,501",48,2,"1,006",2,"4,935",4,74,0,318,0,0,0,0,PH050000000,PH051700000,PH051723000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Naga City,27,"3,243","11,769",4,0,65,0,312,0,0,0,0,0,0,0,0,PH050000000,PH051700000,PH051724000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Ocampo,20,"5,406","23,975",46,0,707,0,"2,863",0,601,0,"2,633",0,446,4932,5378,PH050000000,PH051700000,PH051725000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Pamplona,17,"11,095","42,597",36,1,212,1,849,2,243,0,967,0,638,2887,3525,PH050000000,PH051700000,PH051726000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Pasacao,19,"14,063","57,770",19,0,342,0,"1,328",0,0,0,0,0,193,360,553,PH050000000,PH051700000,PH051727000
TY VAMCO (Ulysses),2020,08-Nov-20,REGION V (BICOL REGION),Camarines Sur,Pili (capital),23,"2,171","8,321",82,0,"1,666",0,"5,986",0,505,0,"1,884",0,290,1853,2143,PH050000000,PH051700000,PH051728000
